CourseCode,CourseName,Origin,Question,OptionA,OptionB,OptionC,OptionD,OptionE,OptionF,Answer,RelatedTextbook,RelatedChapter
ANAT9240,Anatomy & Physiology,P,Type of tunnel syndrome that is caused by a nerve compression in the elbow,,,,,,,Cubital Tunnel Syndrome,Anatomy & Physiology,16 - Appendicular Muscles
ANAT9240,Anatomy & Physiology,P,Formal term for increasing muscle mass,,,,,,,Hypertrophy,Anatomy & Physiology,17 - Muscle Contraction
ANAT9240,Anatomy & Physiology,P,Oxygen transport protein in muscle cells that dictates whether a muscle will be fast or slow twitch,,,,,,,Myoglobin,Anatomy & Physiology,17 - Muscle Contraction
ANAT9240,Anatomy & Physiology,P,The fundamental units of the muscle cell that shorten when stimulated by a nerve,,,,,,,Sarcomere,Anatomy & Physiology,17 - Muscle Contraction
ANAT9240,Anatomy & Physiology,P,Protrusion of an organ or tissue through a muscle wall,,,,,,,Hernia,Anatomy & Physiology,17 - Muscle Contraction
ANAT9240,Anatomy & Physiology,P,"Formal term for ""muscle cell cytoplasm""",,,,,,,Sarcoplasm,Anatomy & Physiology,17 - Muscle Contraction
ANAT9240,Anatomy & Physiology,P,Connective tissue that anchors tendon sheaths,,,,,,,Pulley,Anatomy & Physiology,15 - Axial Muscles
ANAT9240,Anatomy & Physiology,P,"Speaks to a muscle's ability to recoil, largely due to the protein titin",,,,,,,Elasticity,Anatomy & Physiology,17 - Muscle Contraction
ANAT9240,Anatomy & Physiology,P,A muscle that directly performs a movement,,,,,,,Prime Mover,Anatomy & Physiology,15 - Axial Muscles
ANAT9240,Anatomy & Physiology,P,"A protective and lubricating ""tunnel"" that aids in smooth movement of some tendons",,,,,,,Tendon Sheath,Anatomy & Physiology,15 - Axial Muscles
ANAT9240,Anatomy & Physiology,P,Units in the nervous system that activate to stimulate a muscle,,,,,,,Motor Units,Anatomy & Physiology,17 - Muscle Contraction
ANAT9240,Anatomy & Physiology,P,A phase of a muscle twitch that shows no contraction despite a stimulus being given,,,,,,,Latent Period,Anatomy & Physiology,17 - Muscle Contraction
ANAT9240,Anatomy & Physiology,P,Markings that are visible in skeletal muscle under a microscope,,,,,,,Striations,Anatomy & Physiology,17 - Muscle Contraction
ANAT9240,Anatomy & Physiology,P,Property speaking to a muscle's ability to withstand stretch,,,,,,,Extensibility,Anatomy & Physiology,17 - Muscle Contraction
ANAT9240,Anatomy & Physiology,P,Type of reticulum that stores calcium in muscle fibres,,,,,,,Sarcoplasmic Reticulum,Anatomy & Physiology,17 - Muscle Contraction
ANAT9240,Anatomy & Physiology,P,The outer covering of a muscle that joins to form a tendon,,,,,,,Epimysium,Anatomy & Physiology,15 - Axial Muscles
ANAT9240,Anatomy & Physiology,P,The point of attachment that does move when a muscle is contracted,,,,,,,Insertion Point,Anatomy & Physiology,15 - Axial Muscles
ANAT9240,Anatomy & Physiology,P,A long repeating chain of sarcomeres,,,,,,,Myofilaments,Anatomy & Physiology,17 - Muscle Contraction
ANAT9240,Anatomy & Physiology,P,A class of muscle tissue that contains intercalated disks,,,,,,,Cardiac Muscle,Anatomy & Physiology,17 - Muscle Contraction
ANAT9240,Anatomy & Physiology,P,Another name for a muscle cell other than myocyte,,,,,,,Muscle Fibre,Anatomy & Physiology,17 - Muscle Contraction
ANAT9240,Anatomy & Physiology,P,A term given to muscle fibres that appear as fan-like projections,,,,,,,Convergent,Anatomy & Physiology,15 - Axial Muscles
ANAT9240,Anatomy & Physiology,P,A protein that blocks myosin from binding to actin,,,,,,,Tropomyosin,Anatomy & Physiology,17 - Muscle Contraction
ANAT9240,Anatomy & Physiology,P,A feather-like shape to muscle fibres,,,,,,,Pennate,Anatomy & Physiology,15 - Axial Muscles
ANAT9240,Anatomy & Physiology,P,A protein that makes up thin filaments,,,,,,,Actin,Anatomy & Physiology,17 - Muscle Contraction
ANAT9240,Anatomy & Physiology,P,A layer of tissue that surrounds a muscle,,,,,,,Fascia,Anatomy & Physiology,15 - Axial Muscles
ANAT9240,Anatomy & Physiology,P,The point of attachment that does not move when a muscle is contracted,,,,,,,Origin Point,Anatomy & Physiology,15 - Axial Muscles
ANAT9240,Anatomy & Physiology,P,The term given to a muscle that works to stabilize a joint,,,,,,,Fixator,Anatomy & Physiology,15 - Axial Muscles
ANAT9240,Anatomy & Physiology,P,The walls of tendon sheaths have a lining of __________,Synovial Membrane,Cartilage,Epimysium,Endomysium,Sarcolemma,,A,Anatomy & Physiology,15 - Axial Muscles
ANAT9240,Anatomy & Physiology,P,The fiber arrangement of the pectoralis major muscle is:,Convergent,Parallel,Bipennate,Multipennate,Fusiform,,A,Anatomy & Physiology,16 - Appendicular Muscles
ANAT9240,Anatomy & Physiology,P,The fiber arrangement of the orbicularis oris muscle is:,Parallel,Bipennate,Spiral,Circular,Unipennate,,D,Anatomy & Physiology,15 - Axial Muscles
ANAT9240,Anatomy & Physiology,P,The fiber arrangement of the deltoid muscle is:,Bipennate,Multipennate,Fusiform,Spiral,Unipennate,,B,Anatomy & Physiology,16 - Appendicular Muscles
ANAT9240,Anatomy & Physiology,P,Fixator muscles for a given action are a type of:,Prime Mover,Antagonist,Synergist,Antagonist,Agonist,,C,Anatomy & Physiology,15 - Axial Muscles
ANAT9240,Anatomy & Physiology,P,Which type of contraction slowly lengthens a muscle while maintaining tension?,Concentric,Eccentric,Isometric,Complete Tetanus,Incomplete Tetanus,,B,Anatomy & Physiology,17 - Muscle Contraction
ANAT9240,Anatomy & Physiology,P,How many muscles are in the hamstring group?,1,2,3,4,5,,C,Anatomy & Physiology,16 - Appendicular Muscles
ANAT9240,Anatomy & Physiology,P,A cut achilles tendon will impact the action of which muscle?,Biceps,Rhomboid,Tere Major,Gastrocnemius,Tibialis Anterior,,D,Anatomy & Physiology,16 - Appendicular Muscles
ANAT9240,Anatomy & Physiology,P,Which molecules are shaped like two golf clubs twisted together?,Actin,Myosin,Troponin,Tropomyosin,Sarcolemma,,B,Anatomy & Physiology,17 - Muscle Contraction
ANAT9240,Anatomy & Physiology,P,"In order for myosin to exert a physical force it first needs to be loaded or “cocked”. If ATP stores are low, energy for this reaction can come from:",Creatine,Fats,Calcium,Tropomyosin,,,A,Anatomy & Physiology,17 - Muscle Contraction
ANAT9240,Anatomy & Physiology,P,Which protein does calcium bind to?,Actin,Myosin,Troponin,Tropomyosin,Sarcolemma,,C,Anatomy & Physiology,17 - Muscle Contraction
ANAT9240,Anatomy & Physiology,P,Which metabolic pathway in muscle cells results in the production of lactic acid?,Aerobic Pathway,Anaerobic Pathway,Cellular Respiration,,,,B,Anatomy & Physiology,17 - Muscle Contraction
ANAT9240,Anatomy & Physiology,P,Which muscle has an insertion on the humerus?,Teres Major,Rhomboid,Psoas Major/Minor,Iliacus,,,A,Anatomy & Physiology,16 - Appendicular Muscles
ANAT9240,Anatomy & Physiology,P,Which muscle is NOT part of the rotator cuff?,Teres Major,Teres Minor,Supraspinatus,Infraspinatus,Subscapularis,,A,Anatomy & Physiology,16 - Appendicular Muscles
ANAT9240,Anatomy & Physiology,P,"The rectus abdominis, responsible for flexing the trunk, has an insertion on which bone?",Pelvis,Ribs,Scapula,Vertebrae,Sternum,,E,Anatomy & Physiology,15 - Axial Muscles
ANAT9240,Anatomy & Physiology,P,The biceps femoris longus muscle is found in the,Forearm,Shoulder,Ribs,Pelvis,Leg,,E,Anatomy & Physiology,16 - Appendicular Muscles
ANAT9240,Anatomy & Physiology,P,The brachialis muscle is responsible for which muscle action?,Shoulder Elevation,Elbow Flexion,Hip Adduction,Knee Extension,Hip Flexion,,B,Anatomy & Physiology,16 - Appendicular Muscles
ANAT9240,Anatomy & Physiology,P,The psoas major/minor are responsible for which muscle action?,Shoulder Elevation,Elbow Flexion,Hip Adduction,Knee Extension,Hip Flexion,,E,Anatomy & Physiology,16 - Appendicular Muscles
ANAT9240,Anatomy & Physiology,P,The Biceps brachii inserts onto the,Ulna,Humerus,Radius,Scapula,Pelvis,,C,Anatomy & Physiology,16 - Appendicular Muscles
ANAT9240,Anatomy & Physiology,P,Spiral muscles have fibers that twist between their points of attachment,TRUE,FALSE,,,,,A,Anatomy & Physiology,15 - Axial Muscles
ANAT9240,Anatomy & Physiology,P,Some muscles have multiple points of origin or insertion,TRUE,FALSE,,,,,A,Anatomy & Physiology,15 - Axial Muscles
ANAT9240,Anatomy & Physiology,P,The contracted muscle fibers return to their relaxed length immediately after relaxation,TRUE,FALSE,,,,,B,Anatomy & Physiology,17 - Muscle Contraction
ANAT9240,Anatomy & Physiology,T,The individual muscle fibers are covered by a connective tissue envelope called the,Aponeurosis,Tendon,Endomysium,Perimysium,,,C,Anatomy & Physiology,15 - Axial Muscles
ANAT9240,Anatomy & Physiology,T,The fibrous connective tissue that surrounds the entire muscle and is outside the epimysium and tendon is called the,Endomysium,Fascia,Tendon Sheath,Aponeurosis,,,B,Anatomy & Physiology,15 - Axial Muscles
ANAT9240,Anatomy & Physiology,T,The point of attachment that does not move when the muscle contracts is the,Ligament,Insertion,Tendon,Origin,,,D,Anatomy & Physiology,15 - Axial Muscles
ANAT9240,Anatomy & Physiology,T,The term _____ is used to describe a muscle that directly performs a specific movement,Synergist,Fixator,Agonist,Antagonist,,,C,Anatomy & Physiology,15 - Axial Muscles
ANAT9240,Anatomy & Physiology,T,The central body portion of the muscle is the,Tendon,Belly,Ligament,Lever,,,B,Anatomy & Physiology,15 - Axial Muscles
ANAT9240,Anatomy & Physiology,T,"Often, superficial muscles are named according to",Shape and/or Size,Function,Location,All of these,,,D,Anatomy & Physiology,15 - Axial Muscles
ANAT9240,Anatomy & Physiology,T,The occipitofrontalis muscle can be found in the,Cranium,Upper arm,Face,Lower leg,,,C,Anatomy & Physiology,15 - Axial Muscles
ANAT9240,Anatomy & Physiology,T,Which of these muscles has a role in mastication?,Pterygoids,Temporalis,Buccinators,Masseter,All of these are correct,,E,Anatomy & Physiology,15 - Axial Muscles
ANAT9240,Anatomy & Physiology,T,What action is provided by the contraction of both sternocleidomastoid muscles?,Flexion of the head,Flexion of the trunk,Extension of the head,Bending of the head laterally,,,A,Anatomy & Physiology,15 - Axial Muscles
ANAT9240,Anatomy & Physiology,T,"During inspiration, the _____ flatten(s), thus increasing the size and volume of the thoracic cavity",Splenius Capitis,Internal Intercostals,Diaphragm,External Intercostals,,,C,Anatomy & Physiology,15 - Axial Muscles
ANAT9240,Anatomy & Physiology,T,The external and internal oblique muscles can be found in the,Pelvic Floor,Abdominal Wall,Face,Cranium,,,B,Anatomy & Physiology,15 - Axial Muscles
ANAT9240,Anatomy & Physiology,T,The innermost muscle of the abdominal wall is the,Rectus Abdominus,Internal Oblique,External Oblique,Transverse Abdominis,,,D,Anatomy & Physiology,15 - Axial Muscles
ANAT9240,Anatomy & Physiology,T,Which muscle group extends the vertebral column and also flexes the back laterally and rotates it a little?,Rectus Abdominus,Serratus Anterior,Erector Spinae,Levator Ani,,,C,Anatomy & Physiology,15 - Axial Muscles
ANAT9240,Anatomy & Physiology,T,The muscle that encircles the urethra in both sexes and helps control urine flow is the,Coccygeus,Urethral Sphincter,Ischiocavernosus,Bulbospongiosus,,,B,Anatomy & Physiology,15 - Axial Muscles
ANAT9240,Anatomy & Physiology,T,"When you shrug your shoulders, which of these muscles is responsible?",Trapezius,Biceps Brachii,Serratus Anterior,Triceps Brachii,,,A,Anatomy & Physiology,16 - Appendicular Muscles
ANAT9240,Anatomy & Physiology,T,Which of the following muscles are referred to as the “rotator cuff” muscles?,"Infraspinatus, Supraspinatus, Subscapularis, and Trapezius","Serratus anterior, Infraspinatus, Subscapularis, and Teres Minor","Levator Scapulae, Infraspinatus, Supraspinatus, and Subscapularis","Infraspinatus, Supraspinatus, Subscapularis, and Teres Minor",,,D,Anatomy & Physiology,16 - Appendicular Muscles
ANAT9240,Anatomy & Physiology,T,Muscles that move the forearm include which of the following?,Pronator Teres,All of these are correct,Brachioradialis,Biceps Brachii,,,B,Anatomy & Physiology,16 - Appendicular Muscles
ANAT9240,Anatomy & Physiology,T,"In most instances, the muscles located on the anterior surface of the forearm are _____ and those on the posterior surface are _____ of the wrist, hand, and fingers",Rotators; Pronators,Flexors; Extensors,Extensors; Flexors,Abductors; Adductors,,,B,Anatomy & Physiology,16 - Appendicular Muscles
ANAT9240,Anatomy & Physiology,T,The gluteal muscle that is often the site of intramuscular injections is the,Gluteus Medius,Gluteus Maximus,Tensor Fasciae Latae,Gluteus Minimus,,,A,Anatomy & Physiology,16 - Appendicular Muscles
ANAT9240,Anatomy & Physiology,T,Which large group of muscles flexes the thigh and extends the leg?,Gluteal,Quadriceps,Hamstrings,Peroneus,,,B,Anatomy & Physiology,16 - Appendicular Muscles
ANAT9240,Anatomy & Physiology,T,Which of the following is NOT a muscle of the hamstring group?,Semimembranosus,Biceps Femoris,Semitendinosus,Rectus Femoris,,,D,Anatomy & Physiology,16 - Appendicular Muscles
ANAT9240,Anatomy & Physiology,T,The common tendon of the gastrocnemius and soleus is called the,Talus Tendon,Tibial Tendon,Digitorum Tendon,Calcaneal Tendon,,,D,Anatomy & Physiology,16 - Appendicular Muscles
ANAT9240,Anatomy & Physiology,T,"The tibialis anterior, fibularis tertius, and extensor digitorum longus are all",Dorsal extensors of the lower leg,Dorsal flexors of the foot,Dorsal flexors of the lower leg,Dorsal extensors of the foot,,,B,Anatomy & Physiology,16 - Appendicular Muscles
ANAT9240,Anatomy & Physiology,T,The continuous low level of sustained contraction maintained by all skeletal muscles is muscle,Posture,Tone,Tetanus,Summation,,,B,Anatomy & Physiology,16 - Appendicular Muscles
ANAT9240,Anatomy & Physiology,T,Muscles exert their pull against gravity by virtue of a property called,Summation,Contractibility,Tonicity,Elasticity,,,C,Anatomy & Physiology,16 - Appendicular Muscles
ANAT9240,Anatomy & Physiology,T,What would be the effect of poor posture?,Leads to fatigue,Puts abnormal strain on bones,Puts more strain on ligaments,All of these are correct,"Interferes with respiration, heart action, and digestion",,D,Anatomy & Physiology,16 - Appendicular Muscles
ANAT9240,Anatomy & Physiology,T,Which of the following is not a function of muscles?,Heat Production,Movement,Storage,Posture,,,C,Anatomy & Physiology,17 - Muscle Contraction
ANAT9240,Anatomy & Physiology,T,The muscle’s ability to stretch or extend and to return to its resting length is called,Contractibility,Extensibilty,Excitability,Elasticity,,,B,Anatomy & Physiology,17 - Muscle Contraction
ANAT9240,Anatomy & Physiology,T,The contractile unit of a muscle cell is the,Myofibril,Sarcomere,Myosin,Actin,,,B,Anatomy & Physiology,17 - Muscle Contraction
ANAT9240,Anatomy & Physiology,T,Which structure allows the electrical signals to travel along the sarcolemma and move deeper into the cell?,Sarcoplasm,Transverse (T) Tubule,Myosin,Actin,,,B,Anatomy & Physiology,17 - Muscle Contraction
ANAT9240,Anatomy & Physiology,T,"The four kinds of protein that make up myofilaments are myosin, actin,","Tropomyosin, and Myofibril","Tropomyosin, and Troponin","Troponin, and Myofibril","Troponin, and Trypsin",,,B,Anatomy & Physiology,17 - Muscle Contraction
ANAT9240,Anatomy & Physiology,T,According to the sliding filament theory,Tropomyosin moves past actin,Actin moves past myosin,Troponin moves past myosin,Myosin moves past actin,,,B,Anatomy & Physiology,17 - Muscle Contraction
ANAT9240,Anatomy & Physiology,T,The energy required for muscular contraction is obtained by hydrolysis of,RNA,ADP,DNA,ATP,,,D,Anatomy & Physiology,17 - Muscle Contraction
ANAT9240,Anatomy & Physiology,T,Anaerobic respiration results in the formation of an incompletely catabolized molecule called,Myoglobin,Glucose,Lactate,ATP,,,C,Anatomy & Physiology,17 - Muscle Contraction
ANAT9240,Anatomy & Physiology,T,The minimal level of stimulation required to cause a fiber to contract is called the,Summation,Threshold Stimulus,Tetanus,All-or-None Principle,,,B,Anatomy & Physiology,17 - Muscle Contraction
ANAT9240,Anatomy & Physiology,T,Three phases of the twitch contraction are the,"Latent Period, Contraction Phase, and Stimulation Phase","Latent Period, Contraction Phase, and Relaxation Phase","Stimulation Phase, Contraction Phase, and Relaxation Phase","Latent Period, Stimulation Phase, and Excitement Phase",,,B,Anatomy & Physiology,17 - Muscle Contraction
ANAT9240,Anatomy & Physiology,T,Repeated stimulation of muscle in time lessens its excitability and contractibility and may result in,Summation,Fatigue,Tetanus,Twitch Contraction,,,B,Anatomy & Physiology,17 - Muscle Contraction
ANAT9240,Anatomy & Physiology,T,Muscle tone is maintained by,Negative Feedback Mechansims,Both Positive & Negative Feedback Mechanisms,Positive Feedback Mechanisms,None of These,,,A,Anatomy & Physiology,17 - Muscle Contraction
ANAT9240,Anatomy & Physiology,T,A contraction in which muscle length remains the same but muscle tension increases is called an,Isometric Contraction and an Isotonic Contraction,Isokinetic Contraction,Isokinetic Contraction,Isometric Contraction,,,D,Anatomy & Physiology,17 - Muscle Contraction
ANAT9240,Anatomy & Physiology,T,Exercise may cause an increase in muscle size called,Isotonic,Atrophy,Isometric,Hypertrophy,,,D,Anatomy & Physiology,17 - Muscle Contraction
ANAT9240,Anatomy & Physiology,T,"The more muscle fibers contracting at the same time, the stronger the contraction of the entire muscle. The number of muscle fibers contracting depends on how many motor units are",Conducted,Inactivated,Retained,Recruited,,,D,Anatomy & Physiology,17 - Muscle Contraction
PSYC9210,Lifespan Development,AI,Which characteristic describes lifespan development?,Lifelong,Unidirectional,Purely biological,Fixed after adolescence,,,A,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,Development is multidimensional because it includes:,Only biological changes,"Biological, cognitive, and socioemotional processes",Only cognitive changes,Only social changes,,,B,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,Which term describes the capacity for change throughout life?,Plasticity,Stability,Maturation,Fixity,,,A,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,Which influence is based on the era in which a person is born?,Normative age-graded,Normative history-graded,Non-normative,Cultural,,,B,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,Which is an example of a non-normative life event?,Learning to walk,Starting school,House burning down,Puberty,,,C,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,Ethnocentrism refers to:,Appreciating cultural differences,Believing one's culture is superior,Ignoring cultural norms,Studying multiple cultures,,,B,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,Cultural relativity means:,Judging cultures by your own standards,Understanding practices within their cultural context,Rejecting cultural differences,Assuming all cultures are identical,,,B,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,Nature refers to:,Environmental experiences,Biological inheritance,Parenting style,Cultural norms,,,B,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,Nurture refers to:,Genetic predispositions,Environmental experiences,Biological maturation,Hormonal influences,,,B,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,Continuity in development refers to:,Stage-like change,"Gradual, cumulative change",Abrupt shifts,Regression,,,B,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,Discontinuity refers to:,Gradual change,Stage-like qualitative shifts,Stable traits,Environmental stagnation,,,B,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,Which issue asks whether early traits persist or change?,Nature vs nurture,Stability vs change,Continuity vs discontinuity,Active vs passive,,,B,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,Which perspective emphasizes that individuals shape their own development?,Passive,Active,Deterministic,Static,,,B,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,Which theorist believed children are born as a 'blank slate'?,Rousseau,Locke,Freud,Piaget,,,B,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,Preformationism suggested that:,Children learn through experience,A tiny human exists in sperm or egg,Development is stage-like,Culture shapes cognition,,,B,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,Rousseau believed children:,Are blank slates,Should follow their own biological timetable,Learn only through conditioning,Are shaped solely by environment,,,B,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,Gesell believed development:,Is driven by environment,Unfolds through maturation,Is random,Is culturally determined,,,B,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,Freud emphasized:,Cognitive development,Unconscious processes and early experiences,Social learning,Cultural scaffolding,,,B,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,Erikson’s theory focuses on:,Sexual instincts,Psychosocial crises across the lifespan,Conditioning,Cognitive stages,,,B,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,Failure to resolve an Eriksonian crisis leads to:,No effect on later stages,Difficulty resolving future stages,Immediate regression,Permanent dysfunction,,,B,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,Piaget believed children learn through:,Passive absorption,Active construction of knowledge,Reinforcement only,Cultural imitation,,,B,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,Piaget argued cognitive change occurs through:,Training,Maturation,Punishment,Genetics only,,,B,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,Vygotsky emphasized:,Biological maturation,Culture and social interaction,Independent learning,Conditioning,,,B,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,Bandura’s reciprocal determinism includes:,Only environment,"Environment, behaviour, and cognition",Only cognition,Only behaviour,,,B,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,Bronfenbrenner’s microsystem includes:,Cultural values,Immediate relationships like parents,Historical events,Government policies,,,B,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,The mesosystem refers to:,Interactions between microsystems,Biological traits,Historical context,Global culture,,,A,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,The exosystem includes:,Direct family interactions,Community structures and values,Personal beliefs,Genetic influences,,,B,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,The macrosystem includes:,Daily routines,Cultural values and ideologies,Peer interactions,Family conflict,,,B,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,The chronosystem refers to:,Cultural norms,Historical time and life transitions,Daily schedules,Parenting style,,,B,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,Information-processing theory views development as:,Stage-like,Continuous improvement in processing skills,Unrelated to environment,Purely biological,,,B,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,Which research method observes behaviour in real settings?,Survey,Naturalistic observation,Experiment,Case study,,,B,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,Case studies involve:,Large samples,In-depth study of one individual or situation,Manipulating variables,Random assignment,,,B,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,Correlational research examines:,Cause and effect,Relationships between variables,Experimental manipulation,Randomization,,,B,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,Correlation does NOT imply:,Association,Prediction,Causation,Relationship,,,C,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,Experimental research tests:,Associations,Cause-and-effect relationships,Self-report accuracy,Cultural norms,,,B,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,The independent variable is:,Measured outcome,Manipulated variable,Random factor,Participant characteristic,,,B,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,The dependent variable is:,Manipulated variable,Measured outcome,Random assignment,Control condition,,,B,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,Random assignment is used to:,Increase bias,Eliminate bias,Select participants,Measure outcomes,,,B,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,A control group:,Receives treatment,Receives no treatment,Is unnecessary,Is randomly eliminated,,,B,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,Longitudinal research:,Compares different ages at one time,Follows the same individuals over time,Studies only children,Cannot show change,,,B,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,Cross-sectional research:,Follows individuals over time,Compares different age groups at one time,Requires experiments,Measures only cognition,,,B,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,Sequential designs:,Use only one age group,Combine cross-sectional and longitudinal methods,Are rarely used,Measure only biology,,,B,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,Which is an advantage of lab research?,High realism,High control over variables,No ethical concerns,Guaranteed generalizability,,,B,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,Which method collects self-reported data?,Naturalistic observation,Survey/interview,Experiment,Physiological measure,,,B,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,The NLSCY is important because it:,Studies only adults,Tracks Canadian children over time,Measures only biology,Is experimental,,,B,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,Which issue is central to research ethics?,Maximizing risk,Informed consent and protection from harm,Ignoring confidentiality,Mandatory participation,,,B,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,Which research goal involves applying findings to improve care?,Describe,Explain,Predict,Apply,,,D,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,Which developmental domain includes problem-solving and memory?,Biological,Cognitive,Socioemotional,Cultural,,,B,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,Which developmental domain includes emotions and personality?,Biological,Cognitive,Socioemotional,Physical,,,C,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,"Which influence is shaped by SES, culture, and policy?",Contextual,Biological,Genetic,Normative age-graded,,,A,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,Characteristic describing development across the entire lifespan,,,,,,,Lifelong,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,"Development includes biological, cognitive, and socioemotional domains",,,,,,,Multidimensional,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,Capacity for change throughout life,,,,,,,Plasticity,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,Belief that one's culture is superior,,,,,,,Ethnocentrism,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
